Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos
636,Ryan\'a0Perry\\perryry01,24,DET,36,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$430000,Amateur Draft,1\
637,Marc\'a0Rzepczynski*\\rzepcma01,25,2TM,71,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$429600,Traded,1\
638,Kris\'a0Medlen#\\medlekr01,25,ATL,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$429500,Amateur Draft,/1\
639,Jonny\'a0Venters*\\ventejo01,26,ATL,85,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$429500,Amateur Draft,1\
640,Cameron\'a0Maybin\\maybica01,24,SDP,137,568,1,5,1,15,3,25,2.8,18,43,4.5,.520,.517,2.8,2.0,28,$429100,Traded,*8\
641,Drew\'a0Butera\\buterdr01,27,MIN,93,254,-25,-1,-1,-1,5,-23,-2.4,10,-13,-1.5,.474,.485,-1.4,0.4,-12,$429000,Traded,2\
642,Dusty\'a0Hughes*\\hughedu01,29,MIN,15,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$429000,Waivers,1\
643,Seth\'a0Smith*\\smithse01,28,COL,147,533,4,0,0,-8,-5,-10,-1.1,17,7,0.5,.493,.493,1.3,-1.5,15,$429000,Amateur Draft,*97\
644,Matt\'a0Harrison*\\harrima01,25,TEX,31,9,-3,0,0,0,1,-1,-0.1,0,-1,-0.1,.496,.499,-0.1,0.0,-1,$428830,Traded,1\
645,Sean\'a0Rodriguez\\rodrise01,26,TBR,131,436,-3,0,1,6,4,9,0.9,16,25,2.5,.507,.505,1.9,1.1,19,$428600,Traded,645/37\
646,Alcides\'a0Escobar\\escobal02,24,KCR,158,598,-16,0,1,10,8,4,0.5,22,27,2.7,.503,.503,1.7,1.9,17,$428000,Traded,*6\
647,Jose\'a0Tabata\\tabatjo01,22,PIT,91,382,-1,0,-1,-1,-4,-7,-0.7,12,5,0.4,.492,.496,0.5,-0.5,6,$428000,Traded,79/8\
648,Andrew\'a0Cashner\\cashnan01,24,CHC,7,2,-1,0,0,0,0,0,0.0,0,0,0.0,.496,.500,0.0,0.0,0,$427500,Amateur Draft,/1\
649,Steve\'a0Pearce\\pearcst01,28,PIT,50,105,-7,0,-1,-1,-1,-10,-1.1,3,-6,-0.7,.479,.493,-0.7,-0.2,-5,$427500,Amateur Draft,35/9\
650,James\'a0Russell*\\russeja02,25,CHC,64,8,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$427500,Amateur Draft,1\
651,Brooks\'a0Conrad#\\conrabr01,31,ATL,92,122,-1,1,0,0,1,0,0.0,4,4,0.4,.500,.500,0.4,0.1,4,$427250,Free Agency,4/53\
652,John\'a0Jaso*\\jasojo01,27,TBR,89,273,-6,0,-1,-3,4,-5,-0.5,10,5,0.5,.494,.497,0.8,0.2,8,$427200,Amateur Draft,2\
653,Mitch\'a0Stetter*\\stettmi01,30,MIL,16,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$427000,Amateur Draft,1\
654,Jason\'a0Berken\\berkeja01,27,BAL,40,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$426500,Amateur Draft,1\
655,Matthew\'a0Joyce*\\joycema01,26,TBR,141,522,16,3,1,-4,-6,10,1.1,20,30,3.0,.507,.506,3.4,-1.0,34,$426500,Traded,*97/D\
656,Blake\'a0Hawksworth\\hawksbl01,28,LAD,49,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$426000,Traded,1\
657,Mitch\'a0Moreland*\\morelmi01,25,TEX,134,512,-4,-1,0,-4,-8,-17,-1.8,19,2,0.1,.487,.489,0.6,-1.3,6,$426000,Amateur Draft,39/D\
658,Gerardo\'a0Parra*\\parrage01,24,ARI,141,493,3,2,0,14,-6,14,1.5,15,29,3.0,.511,.509,1.4,0.9,15,$426000,Amateur Free Agent,*79/8\
659,Kanekoa\'a0Texeira\\texeika01,25,KCR,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$426000,Waivers,/1\
660,Reid\'a0Brignac#\\brignre01,25,TBR,92,264,-24,0,0,7,4,-13,-1.4,10,-3,-0.5,.484,.491,-1.2,1.2,-10,$425400,Amateur Draft,6\
661,Alex\'a0Avila*\\avilaal01,24,DET,141,551,26,-2,0,-3,8,30,3.1,21,50,5.1,.522,.519,5.5,0.6,53,$425000,Amateur Draft,*2/D5\
662,Daric\'a0Barton*\\bartoda02,25,OAK,67,280,-9,0,0,4,-4,-9,-0.9,11,2,0.1,.486,.494,-0.3,0.0,-2,$425000,Traded,3\
663,Emilio\'a0Bonifacio#\\bonifem01,26,FLA,152,641,5,5,2,-7,2,7,0.7,20,27,2.7,.505,.504,3.3,-0.5,34,$425000,Traded,65789/4\
664,Hector\'a0Gimenez#\\gimenhe01,28,LAD,4,7,0,0,0,0,0,0,0.0,0,0,0.0,.493,.500,0.0,0.0,0,$425000,Free Agency,/2\
665,David\'a0Herndon\\herndda01,25,PHI,45,4,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$425000,MinorLg Draft,1\
666,Mike\'a0Leake\\leakemi01,23,CIN,38,66,-6,0,0,0,9,3,0.3,0,3,0.3,.507,.502,0.3,0.0,3,$425000,Amateur Draft,1\
667,Donnie\'a0Murphy\\murphdo01,28,FLA,36,100,-7,1,0,-1,1,-6,-0.6,3,-3,-0.3,.482,.496,-0.2,0.0,-2,$425000,Free Agency,65/4\
668,Adam\'a0Rosales\\rosalad01,28,OAK,24,68,-7,0,0,-1,0,-8,-0.9,3,-6,-0.7,.462,.494,-0.6,-0.1,-5,$425000,Traded,/65347\
669,Chris\'a0Sale*\\salech01,22,CHW,58,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$425000,Amateur Draft,1\
670,Brian\'a0Sanches\\sanchbr01,32,FLA,39,5,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$425000,Free Agency,1\
671,Matt\'a0Tolbert#\\tolbema01,29,MIN,87,226,-16,0,2,2,2,-10,-1.0,8,-2,-0.2,.488,.493,-0.4,0.4,-4,$425000,Amateur Draft,46/5D\
672,Eli\'a0Whiteside\\whiteel03,31,SFG,82,236,-11,0,-2,-2,4,-10,-1.1,7,-3,-0.4,.486,.493,-0.2,0.2,-1,$425000,Free Agency,2\
673,Kyle\'a0Blanks\\blankky01,24,SDP,55,190,1,1,0,8,-2,8,0.9,6,14,1.5,.516,.506,0.6,0.6,6,$424700,Amateur Draft,73\
674,Lou\'a0Marson\\marsolo01,25,CLE,79,272,-9,-1,0,2,5,-4,-0.4,10,6,0.6,.495,.497,0.4,0.7,4,$424300,Traded,2/D\
675,Zach\'a0Braddock*\\braddza01,23,MIL,25,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$424000,Amateur Draft,1\
676,Dexter\'a0Fowler#\\fowlede01,25,COL,125,563,6,2,1,-3,3,8,0.9,17,25,2.5,.507,.505,2.7,-0.1,28,$424000,Amateur Draft,*8\
677,Jake\'a0Fox\\foxja02,28,BAL,27,67,0,0,0,-1,0,-2,-0.2,3,1,0.1,.493,.499,0.2,-0.1,2,$424000,Traded,2/37D\
678,Chris\'a0Johnson\\johnsch05,26,HOU,107,405,-9,-1,1,-12,2,-20,-2.2,13,-7,-0.9,.480,.487,0.3,-1.1,5,$424000,Amateur Draft,5\
679,Jonathan\'a0Lucroy\\lucrojo01,25,MIL,136,468,-7,-1,0,-5,8,-5,-0.5,15,10,0.9,.496,.497,1.4,0.3,15,$424000,Amateur Draft,*2\
680,Franklin\'a0Morales*\\moralfr01,25,2TM,50,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$424000,Purchased,1\
681,J.R.\'a0Towles\\towlejr01,27,HOU,54,165,-6,-1,0,1,3,-3,-0.3,5,2,0.2,.494,.498,0.1,0.4,1,$424000,Amateur Draft,2\
682,David\'a0Hernandez\\hernada01,26,ARI,74,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$423500,Traded,1\
683,Ryan\'a0Roberts\\roberry01,30,ARI,143,555,7,3,1,-6,3,7,0.7,17,24,2.4,.505,.505,3.0,-0.4,30,$423500,Free Agency,54/76\
684,Eric\'a0Patterson*\\patteer01,28,SDP,47,104,-4,0,0,-1,0,-5,-0.6,3,-2,-0.2,.488,.497,-0.2,-0.1,-1,$423300,Traded,4/897\
685,Jason\'a0Donald\\donalja01,26,CLE,39,143,4,0,0,0,1,5,0.5,5,10,1.1,.513,.503,1.1,0.1,10,$423200,Traded,46/5D\
686,Jason\'a0Bourgeois\\bourgja01,29,HOU,93,252,-2,5,1,1,-1,3,0.3,8,11,1.1,.503,.502,0.9,0.0,10,$423000,Waivers,879/4\
687,Jason\'a0Bulger\\bulgeja01,32,LAA,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$423000,Free Agency,/1\
688,Don\'a0Kelly*\\kellydo01,31,DET,113,281,-4,0,0,3,-3,-4,-0.4,11,6,0.6,.496,.497,0.3,0.1,3,$423000,Free Agency,5973/8D21\
689,Ian\'a0Kennedy\\kenneia01,26,ARI,34,75,-9,-1,0,0,10,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$423000,Traded,1\
690,Jason\'a0Jaramillo#\\jaramja01,28,PIT,23,45,1,0,0,-1,1,0,0.0,1,1,0.1,.499,.500,0.2,0.0,2,$422500,Traded,2\
691,Travis\'a0Wood\\woodtr01,24,CIN,26,35,-6,0,0,0,5,-2,-0.2,0,-2,-0.2,.492,.499,-0.2,0.0,-2,$422500,Amateur Draft,1\
692,Mike\'a0McCoy\\mccoymi01,30,TOR,80,228,-9,3,0,3,2,-1,-0.1,9,7,0.7,.498,.499,0.4,0.5,4,$422300,Waivers,6584/D91\
693,Daniel\'a0Murphy*\\murphda08,26,NYM,109,423,14,-3,-2,8,-2,16,1.7,13,29,3.0,.516,.511,2.0,0.7,21,$422000,Amateur Draft,354/7\
694,David\'a0Pauley\\pauleda01,28,2TM,53,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$422000,Traded,1\
695,Michael\'a0Brantley*\\brantmi02,24,CLE,114,496,-3,1,-1,6,-2,1,0.2,18,19,1.9,.501,.501,1.3,0.4,13,$421800,Traded,*78/D\
696,Rob\'a0Johnson\\johnsro07,28,SDP,67,199,-12,0,0,3,3,-6,-0.6,6,1,0.0,.491,.496,-0.4,0.7,-2,$421700,Purchased,2\
697,Robert\'a0Andino\\andinro01,27,BAL,139,511,-8,1,-2,9,4,4,0.5,19,24,2.3,.503,.503,1.4,1.4,14,$421500,Traded,465/7\
698,Matt\'a0Downs\\downsma01,27,HOU,106,222,12,-1,0,-7,0,5,0.5,7,12,1.2,.505,.503,1.9,-0.7,19,$421000,Waivers,453/96\
699,A.J.\'a0Ellis\\ellisaj01,30,LAD,31,103,3,-1,0,-3,2,1,0.1,3,4,0.4,.502,.500,0.7,-0.2,7,$421000,Amateur Draft,2\
700,Mark\'a0Melancon\\melanma01,26,HOU,71,1,0,0,0,0,0,1,0.1,0,1,0.1,.501,.501,0.1,0.0,1,$421000,Traded,1\
701,Adam\'a0Russell\\russead01,28,TBR,36,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$420800,Traded,1\
702,Sean\'a0O'Sullivan\\osullse01,23,KCR,12,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$420500,Traded,1\
703,Jerry\'a0Blevins*\\blevije01,27,OAK,26,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$420000,Traded,1\
704,Gio\'a0Gonzalez\\gonzagi01,25,OAK,32,5,0,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$420000,Traded,1\
705,Chin-lung\'a0Hu\\huch01,27,NYM,22,23,-4,0,0,-1,0,-4,-0.5,1,-4,-0.4,.478,.497,-0.3,-0.1,-3,$420000,Traded,4/6\
706,Shawn\'a0Kelley\\kellesh01,27,SEA,10,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$420000,Amateur Draft,1\
707,Juan\'a0Miranda*\\miranju01,28,ARI,65,202,-1,-1,0,-4,-3,-9,-1.0,6,-3,-0.4,.485,.494,0.0,-0.7,1,$420000,Traded,3\
708,Jose\'a0Morales#\\moraljo02,28,COL,22,71,-2,-2,0,0,1,-3,-0.4,2,-1,-0.2,.483,.498,-0.2,0.1,-1,$420000,Traded,2/4\
709,Cliff\'a0Pennington#\\pennicl01,27,OAK,148,570,-8,-3,1,-9,7,-11,-1.1,21,10,0.9,.492,.493,1.9,-0.2,19,$420000,Amateur Draft,*6/D\
710,Landon\'a0Powell#\\powella01,29,OAK,36,122,-10,-1,0,2,2,-7,-0.8,5,-3,-0.3,.479,.495,-0.5,0.4,-5,$420000,Amateur Draft,2/3D\
711,Michael\'a0Saunders*\\saundmi01,24,SEA,58,179,-18,1,0,4,0,-12,-1.3,7,-6,-0.7,.477,.492,-1.1,0.5,-10,$420000,Amateur Draft,87\
712,Josh\'a0Thole*\\tholejo01,24,NYM,114,386,-3,-4,1,-4,6,-5,-0.6,12,7,0.6,.495,.497,1.0,0.2,11,$420000,Amateur Draft,2\
713,Brandon\'a0Wood\\woodbr01,26,2TM,105,272,-8,0,0,-8,2,-15,-1.6,9,-6,-0.8,.485,.492,0.0,-0.7,2,$420000,Amateur Draft,/63\
714,Frank\'a0Herrmann*\\herrmfr01,27,CLE,40,1,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$419800,Amateur Free Agent,1\
715,Xavier\'a0Paul*\\paulxa01,26,2TM,128,262,-5,0,1,0,-3,-7,-0.7,8,2,0.1,.494,.496,0.0,-0.3,1,$419500,Amateur Draft,/79\
716,Eduardo\'a0Nunez\\nunezed02,24,NYY,112,338,-8,0,1,-12,3,-17,-1.7,13,-4,-0.5,.485,.489,0.8,-1.0,8,$419300,Amateur Free Agent,654/D97\
717,Jake\'a0Arrieta\\arrieja01,25,BAL,22,5,0,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$419000,Amateur Draft,1\
718,Antonio\'a0Bastardo\\bastaan01,25,PHI,64,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$419000,Amateur Free Agent,1\
719,Jhoulys\'a0Chacin\\chacijh01,23,COL,33,68,-10,0,0,0,9,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$419000,Amateur Free Agent,1\
720,Chris\'a0Heisey\\heisech01,26,CIN,120,308,7,1,1,1,-3,7,0.8,10,17,1.7,.506,.505,1.6,-0.2,16,$419000,Amateur Draft,789\
721,Jonathan\'a0Herrera#\\herrejo03,26,COL,104,320,-11,0,1,3,3,-5,-0.6,10,5,0.4,.495,.497,0.0,0.6,2,$419000,Free Agency,46/5\
722,Daniel\'a0Hudson\\hudsoda01,24,ARI,33,79,-2,-1,0,0,10,8,0.8,0,8,0.8,.525,.505,0.8,0.0,8,$419000,Traded,1\
723,Kila\'a0Ka'aihue*\\kaaihki01,27,KCR,23,96,-3,1,0,-2,-1,-5,-0.6,4,-2,-0.2,.475,.496,0.0,-0.4,0,$419000,Amateur Draft,3/D\
724,Craig\'a0Kimbrel\\kimbrcr01,23,ATL,79,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$419000,Amateur Draft,1\
725,Jeff\'a0Manship\\manshje01,26,MIN,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$419000,Amateur Draft,/1\
726,Cristhian\'a0Martinez\\marticr01,29,ATL,46,8,0,-1,0,0,1,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$419000,Waivers,1\
727,Will\'a0Rhymes*\\rhymewi01,28,DET,29,99,-3,0,0,-3,0,-6,-0.7,4,-3,-0.3,.477,.496,0.0,-0.3,0,$419000,Amateur Draft,4/D\
728,Justin\'a0Smoak#\\smoakju01,24,SEA,123,489,3,-2,-1,-1,-7,-8,-0.8,18,10,0.9,.493,.495,1.1,-0.9,11,$419000,Traded,3D\
729,Dan\'a0Runzler*\\runzlda01,26,SFG,31,1,0,0,0,0,0,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$418500,Amateur Draft,1\
730,Jeremy\'a0Hellickson\\hellije01,24,TBR,29,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$418400,Amateur Draft,1\
731,Sam\'a0Fuld*\\fuldsa01,29,TBR,105,346,-2,1,1,10,-4,7,0.8,13,20,2.0,.507,.504,1.0,0.7,10,$418300,Traded,7/98D\
732,Fernando\'a0Abad*\\abadfe01,25,HOU,29,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$418000,Amateur Free Agent,1\
733,Barry\'a0Enright\\enrigba01,25,ARI,8,15,0,0,0,0,2,1,0.1,0,1,0.1,.517,.501,0.1,0.0,1,$418000,Amateur Draft,/1\
734,Logan\'a0Ondrusek\\ondrulo01,26,CIN,66,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$418000,Amateur Draft,1\
735,Daniel\'a0Schlereth*\\schleda01,25,DET,49,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$418000,Traded,1\
736,Drew\'a0Storen#\\storedr01,23,WSN,73,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$418000,Amateur Draft,1\
737,Rich\'a0Thompson\\thompri03,26,LAA,44,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$418000,Amateur Free Agent,1\
738,Brett\'a0Wallace*\\wallabr01,24,HOU,115,379,-3,-4,-1,5,-5,-8,-0.9,12,4,0.2,.492,.494,-0.4,0.0,-1,$418000,Traded,3\
739,Casper\'a0Wells\\wellsca01,26,2TM,95,241,3,0,1,8,-3,9,0.9,9,18,1.8,.509,.503,1.0,0.5,10,$418000,Amateur Draft,9/87D\
740,Adam\'a0Moore\\mooread01,27,SEA,2,6,-1,0,0,0,0,0,0.0,0,0,0.0,.488,.500,0.0,0.0,0,$417500,Amateur Draft,/2\
741,J.P.\'a0Arencibia\\arencjp01,25,TOR,129,486,-5,-2,0,-5,8,-5,-0.4,18,14,1.3,.496,.497,1.9,0.3,19,$417400,Amateur Draft,*2/D\
742,Josh\'a0Tomlin\\tomlijo01,26,CLE,27,2,1,0,0,0,0,1,0.1,0,1,0.1,.505,.501,0.1,0.0,1,$417200,Amateur Draft,1\
743,Ernesto\'a0Frieri\\frierer01,25,SDP,59,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$417100,Amateur Free Agent,1\
744,John\'a0Baker*\\bakerjo01,30,FLA,16,16,-2,0,0,0,0,-1,-0.1,1,-1,-0.1,.491,.499,-0.1,0.0,-1,$417000,Traded,/2\
745,Darwin\'a0Barney\\barneda01,25,CHC,143,571,-8,1,1,2,3,-1,-0.1,18,17,1.7,.500,.500,1.3,0.6,15,$417000,Amateur Draft,*4/6\
746,Enerio\'a0Del\'a0Rosario\\delroen01,25,HOU,54,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$417000,Purchased,1\
747,Sam\'a0Demel\\demelsa01,25,ARI,34,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$417000,Traded,1\
748,Felix\'a0Doubront*\\doubrfe01,23,BOS,11,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$417000,Amateur Free Agent,1\
749,Marcos\'a0Mateo\\mateoma01,27,CHC,23,2,-1,0,0,0,0,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$417000,Traded,1\
750,Kam\'a0Mickolio\\mickoka01,27,ARI,6,1,0,0,0,0,0,0,0.0,0,0,0.0,.498,.500,0.0,0.0,0,$417000,Traded,/1\
751,Esmil\'a0Rogers\\rogeres01,25,COL,22,31,-3,-1,0,0,4,1,0.1,0,1,0.1,.502,.500,0.0,0.0,1,$417000,Amateur Free Agent,1\
752,Chris\'a0Tillman\\tillmch01,23,BAL,13,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$417000,Traded,1\
753,Cesar\'a0Ramos*\\ramosce01,27,TBR,59,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$416700,Traded,1\
754,Carlos\'a0Santana#\\santaca01,25,CLE,155,658,17,0,0,-6,2,13,1.5,25,38,3.8,.509,.509,4.5,-0.4,44,$416600,Traded,23/D\
755,Brandon\'a0Beachy\\beachbr01,24,ATL,25,50,-9,-1,0,0,6,-3,-0.4,0,-3,-0.4,.485,.498,-0.4,0.0,-3,$416500,Amateur Free Agent,1\
756,Brian\'a0Bogusevic*\\bogusbr01,27,HOU,87,182,4,1,-1,11,-2,13,1.5,6,19,2.0,.517,.509,0.8,1.0,8,$416500,Amateur Draft,97\
757,Jordan\'a0Smith\\smithjo06,25,CIN,17,2,-1,0,0,0,0,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$416500,Amateur Draft,1\
758,Jose\'a0Ascanio\\ascanjo01,26,PIT,8,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$416000,Traded,/1\
759,Kyle\'a0Drabek\\drabeky01,23,TOR,18,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$416000,Traded,1\
760,David\'a0Freese\\freesda01,28,STL,97,363,8,0,-2,-1,1,6,0.6,11,17,1.7,.506,.504,1.8,0.0,18,$416000,Traded,5/3\
761,Kenley\'a0Jansen#\\janseke01,23,LAD,51,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$416000,Amateur Free Agent,1\
762,Jon\'a0Jay*\\jayjo02,26,STL,159,503,6,-3,1,9,-2,11,1.2,16,27,2.8,.508,.508,1.7,0.8,18,$416000,Amateur Draft,*897\
763,Giancarlo\'a0Stanton\\stantmi03,21,FLA,150,601,27,-3,0,3,-6,21,2.3,19,40,4.1,.515,.514,3.7,-0.3,37,$416000,Amateur Draft,*9/8D\
764,Pedro\'a0Strop\\stroppe01,26,2TM,23,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$416000,Traded,1\
765,Bobby\'a0Wilson\\wilsobo02,28,LAA,57,127,-8,-1,0,3,2,-4,-0.4,5,1,0.0,.493,.497,-0.3,0.5,-2,$416000,Amateur Draft,2/3D\
766,Carlos\'a0Carrasco\\carraca01,24,CLE,21,7,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.496,.499,-0.1,0.0,-1,$415800,Traded,1\
767,Justin\'a0Germano\\germaju01,28,CLE,9,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$415600,Free Agency,/1\
768,Cory\'a0Luebke\\luebkco01,26,SDP,47,36,-2,0,0,0,5,3,0.3,0,3,0.3,.506,.502,0.3,0.0,3,$415600,Amateur Draft,1\
769,Tyler\'a0Greene\\greenty02,27,STL,58,121,-2,3,0,-4,1,-2,-0.2,4,2,0.2,.497,.499,0.6,-0.3,6,$415500,Amateur Draft,46/97\
770,Jake\'a0McGee*\\mcgeeja01,24,TBR,37,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$415200,Amateur Draft,1\
771,Danny\'a0Espinosa#\\espinda01,24,WSN,158,658,-1,-1,1,5,4,7,0.7,21,27,2.8,.505,.505,2.1,1.0,22,$415000,Amateur Draft,*4\
772,Matt\'a0Maloney*\\malonma02,27,CIN,8,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.493,.500,-0.1,0.0,-1,$415000,Traded,/1\
773,Wilson\'a0Ramos\\ramoswi01,23,WSN,113,435,6,-1,-2,-5,7,4,0.4,14,18,1.8,.504,.503,2.2,0.2,22,$415000,Traded,2/D\
774,Matt\'a0Reynolds*\\reynoma02,26,COL,73,2,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$415000,Amateur Draft,1\
775,Henry\'a0Rodriguez\\rodrihe03,24,WSN,59,2,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$415000,Traded,1\
776,Jordan\'a0Zimmermann\\zimmejo02,25,WSN,29,56,-5,0,0,0,7,3,0.3,0,3,0.3,.510,.502,0.3,0.0,3,$415000,Amateur Draft,1\
777,Elliot\'a0Johnson#\\johnsel02,27,TBR,70,181,-5,-3,1,8,2,3,0.3,7,10,1.0,.504,.502,0.1,1.1,1,$414900,Amateur Free Agent,6/438D7\
778,Jeremy\'a0Jeffress\\jeffrje01,23,KCR,14,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414500,Traded,1\
779,Brad\'a0Lincoln*\\lincobr01,26,PIT,13,14,-2,0,0,0,2,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$414500,Amateur Draft,1\
780,Sam\'a0Deduno\\dedunsa01,27,SDP,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414240,Waivers,/1\
781,Vinnie\'a0Pestano\\pestavi01,26,CLE,67,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414100,Amateur Draft,1\
782,Nathan\'a0Adcock\\adcocna01,23,KCR,24,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Rule 5 Draft,1\
783,Erick\'a0Almonte\\almoner01,33,MIL,16,29,-4,0,-1,-3,0,-8,-0.8,1,-7,-0.8,.447,.495,-0.4,-0.4,-4,$414000,Free Agency,/93\
784,Bryan\'a0Augenstein\\augenbr01,24,STL,5,1,0,0,0,0,0,1,0.1,0,1,0.1,.516,.500,0.1,0.0,1,$414000,Waivers,/1\
785,Pedro\'a0Beato\\beatope01,24,NYM,60,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Rule 5 Draft,1\
786,Brandon\'a0Belt*\\beltbr01,23,SFG,63,209,2,0,0,3,-3,2,0.2,7,9,0.9,.504,.502,0.5,0.0,6,$414000,Amateur Draft,37/9\
787,Peter\'a0Bourjos\\bourjpe01,24,LAA,147,552,10,3,1,12,3,30,3.2,21,50,5.1,.521,.519,3.9,1.6,38,$414000,Amateur Draft,*8\
788,Brian\'a0Broderick\\brodebr01,24,WSN,11,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Rule 5 Draft,1\
789,Domonic\'a0Brown*\\browndo01,23,PHI,56,210,1,0,1,-9,-2,-9,-1.0,7,-2,-0.3,.483,.494,0.6,-1.2,7,$414000,Amateur Draft,9\
790,Bobby\'a0Cassevah\\cassebo01,25,LAA,30,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Rule 5 returned,1\
791,Tim\'a0Collins*\\colliti01,21,KCR,68,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Traded,1\
