Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary▼,Acquired,Pos Summary
165,Glendon Rusch*\ruschgl01,28,MIL,33,41,-4,0,0,0,6,1,0.1,0,1,0.1,.504,.501,0.1,0.0,1,$4250000,Traded,1
166,Scott Spiezio#\spiezsc01,30,ANA,158,581,0,0,1,1,-6,-5,-0.4,22,17,1.7,.497,.497,1.5,-0.5,16,$4250000,Free Agency,*35/97
167,Marvin Benard*\benarma01,32,SFG,46,77,-7,1,0,1,-1,-6,-0.7,2,-4,-0.4,.486,.496,-0.5,0.0,-5,$4200000,Amateur Draft,7/9
168,Carlos Lee\leeca01,27,CHW,158,671,12,2,-2,1,-6,7,0.8,25,32,3.2,.504,.504,3.1,-0.5,31,$4200000,Amateur Free Agent,*7/D
169,Joe Mays#\maysjo01,27,MIN,31,5,0,0,0,0,1,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$4150000,Traded,1
170,Jeff Weaver\weaveje01,26,NYY,32,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4150000,Traded,1
171,Antonio Alfonseca\alfonan01,31,CHC,60,1,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4000000,Traded,1
172,Edgardo Alfonzo\alfoned01,29,SFG,142,586,-6,-1,-1,-8,3,-14,-1.5,18,5,0.3,.490,.491,1.1,-0.6,13,$4000000,Free Agency,*5/4
173,Matt Clement\clemema01,28,CHC,32,71,-9,-1,0,0,10,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4000000,Traded,1
174,Luis Gonzalez*\gonzalu01,35,ARI,156,679,28,-3,-1,-5,-6,13,1.1,21,33,3.1,.508,.508,3.6,-1.2,38,$4000000,Traded,*7
175,Edgar Martinez\martied01,40,SEA,145,603,30,-3,-3,0,-13,11,1.2,23,34,3.3,.507,.507,3.3,-1.3,34,$4000000,Amateur Free Agent,*D
176,Trot Nixon*\nixontr01,29,BOS,134,513,32,0,2,4,-5,33,3.2,19,52,5.1,.524,.520,4.7,0.0,48,$4000000,Amateur Draft,*9/8
177,Tim Wakefield\wakefti01,36,BOS,35,1,0,0,0,0,0,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$4000000,Free Agency,1
178,Jeff Nelson\nelsoje01,36,2TM,70,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$3983333,Traded,1
179,Ricky Gutierrez\gutieri01,33,CLE,16,56,-2,-1,0,-6,1,-8,-0.7,2,-6,-0.5,.454,.495,0.1,-0.5,1,$3916667,Free Agency,/65
180,Paul Shuey\shueypa01,32,LAD,62,2,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3916667,Traded,1
181,Kelvim Escobar\escobke01,27,TOR,41,6,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3900000,Amateur Free Agent,1
182,Jarrod Washburn*\washbja01,28,ANA,32,5,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3875000,Amateur Draft,1
183,John Franco*\francjo01,42,NYM,38,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3833333,Free Agency,1
184,Roy Halladay\hallaro01,26,TOR,36,9,-2,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$3825000,Amateur Draft,1
185,Livan Hernandez\hernali01,28,MON,33,82,-10,0,0,0,12,1,0.0,0,1,0.0,.502,.500,0.0,0.0,1,$3825000,Traded,1
186,Fred McGriff*\mcgrifr01,39,LAD,86,329,1,-1,-1,-1,-4,-6,-0.7,10,4,0.4,.493,.496,0.5,-0.6,5,$3750000,Free Agency,3
187,David Weathers\weathda01,33,NYM,77,3,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3733333,Free Agency,1
188,Adrian Beltre\beltrad01,24,LAD,158,608,-8,-2,1,25,3,18,1.7,19,37,3.6,.512,.511,1.0,2.8,12,$3700000,Amateur Free Agent,*5/6
189,Aaron Boone\booneaa01,30,2TM,160,656,10,4,0,3,3,21,2.0,22,42,4.1,.513,.507,3.8,0.6,39,$3700000,Amateur Draft,54/6
190,J.D. Drew*\drewj.01,27,STL,100,328,13,-1,2,3,-2,16,1.5,10,26,2.5,.516,.510,2.2,0.1,23,$3700000,Amateur Draft,98/7
191,Curt Leskanic\leskacu01,35,2TM,53,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3700000,Traded,1
192,Mike Lowell\lowelmi01,29,FLA,130,557,16,1,-3,-5,2,12,1.1,17,29,2.7,.509,.507,3.2,-0.4,34,$3700000,Traded,*5/D
193,Eric Chavez*\chaveer01,25,OAK,156,654,19,1,0,7,3,29,3.0,25,54,5.3,.518,.518,4.6,1.0,47,$3675000,Amateur Draft,*5
194,Derek Lowe\lowede01,30,BOS,33,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$3625000,Traded,1
195,Jose Jimenez\jimenjo01,29,COL,63,19,-3,0,0,0,3,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$3600000,Traded,1
196,Lance Berkman#\berkmla01,27,HOU,153,658,34,0,1,6,-6,34,3.3,20,54,5.3,.522,.521,4.6,-0.1,48,$3500000,Amateur Draft,*7/8
197,Brook Fordyce\fordybr01,33,BAL,108,376,-10,-2,-1,-10,6,-17,-1.6,14,-3,-0.2,.485,.490,0.7,-0.3,8,$3500000,Traded,2
198,Arthur Rhodes*\rhodear01,33,SEA,67,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$3500000,Free Agency,1
199,Willis Roberts\roberwi01,28,BAL,26,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3500000,Free Agency,1
200,Mike Williams\willimi03,34,2TM,68,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3500000,Traded,1
201,Dan Wilson\wilsoda01,34,SEA,96,337,-15,-1,0,-1,6,-11,-1.0,13,2,0.2,.489,.493,0.3,0.5,3,$3500000,Traded,2
202,Juan Encarnacion\encarju01,27,FLA,156,653,-1,-1,0,-10,-6,-18,-1.9,20,3,0.1,.489,.489,1.1,-1.7,13,$3450000,Traded,*9
203,Todd Walker*\walketo04,30,BOS,144,647,-2,0,-2,-12,3,-13,-1.1,23,11,1.1,.492,.492,2.2,-0.8,23,$3450000,Traded,*4/D
204,Gabe Kapler\kaplega01,27,2TM,107,248,-6,0,0,4,-3,-5,-0.5,9,4,0.4,.495,.498,-0.1,0.1,0,$3425000,Purchased,97/83D
205,Corey Koskie*\koskico01,30,MIN,131,562,16,0,2,2,2,22,2.2,21,43,4.2,.516,.513,4.0,0.5,41,$3400000,Amateur Draft,*5
206,Odalis Perez*\perezod01,25,LAD,30,63,-12,0,0,0,9,-3,-0.3,0,-3,-0.3,.490,.498,-0.3,0.0,-3,$3400000,Traded,1
207,Miguel Batista\batismi01,32,ARI,36,62,-14,0,0,0,9,-6,-0.6,0,-6,-0.6,.483,.496,-0.6,0.0,-6,$3375000,Free Agency,1
208,Turk Wendell#\wendetu01,36,PHI,56,2,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3350000,Traded,1
209,Paul Quantrill*\quantpa01,34,LAD,89,1,0,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3333333,Traded,1
210,Gabe White*\whitega01,31,2TM,46,2,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3316667,Traded,1
211,Orlando Cabrera\cabreor01,28,MON,162,691,0,7,-1,3,8,17,1.6,21,39,3.7,.511,.511,3.4,1.1,36,$3300000,Amateur Free Agent,*6
212,Brett Tomko\tomkobr01,30,STL,35,78,-3,-1,0,0,11,7,0.7,0,7,0.7,.521,.504,0.7,0.0,7,$3300000,Traded,1
213,Randy Winn#\winnra01,29,SEA,157,660,4,5,4,3,-6,11,1.1,25,35,3.5,.507,.506,3.1,-0.2,32,$3300000,Traded,*78/9
214,Ryan Dempster\dempsry01,26,CIN,24,35,-9,0,0,0,5,-4,-0.4,0,-4,-0.4,.485,.498,-0.4,0.0,-4,$3250000,Traded,1
215,Byung-Hyun Kim\kimby01,24,2TM,56,22,-2,0,0,0,3,1,0.1,0,1,0.1,.502,.501,0.1,0.0,1,$3250000,Amateur Free Agent,/1
216,Mike Matheny\mathemi01,32,STL,141,498,-16,-1,0,-3,8,-13,-1.4,16,3,0.1,.491,.492,0.4,0.4,6,$3250000,Free Agency,*2/3
217,Jay Powell\powelja04,31,TEX,51,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$3250000,Free Agency,1
218,David Wells*\wellsda01,40,NYY,31,6,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3250000,Free Agency,1
219,Jim Mecir#\mecirji01,33,OAK,41,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3216667,Traded,1
220,Matt Anderson\anderma01,26,DET,23,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3200000,Amateur Draft,1
221,David Bell\bellda01,30,PHI,85,348,-15,0,0,6,2,-8,-0.9,11,3,0.2,.490,.495,-0.5,0.7,-3,$3200000,Free Agency,5/4
222,Felix Rodriguez\rodrife01,30,SFG,68,1,0,0,0,0,0,1,0.1,0,1,0.1,.501,.501,0.1,0.0,1,$3166667,Traded,1
223,Mark McLemore#\mclemma01,38,SEA,99,352,-12,-4,0,-4,1,-19,-1.8,13,-6,-0.6,.481,.489,-0.2,-0.3,-2,$3150000,Free Agency,657D/4
224,Marty Cordova\cordoma01,33,BAL,9,39,1,1,0,-1,-1,0,0.0,1,2,0.1,.500,.500,0.2,-0.2,2,$3100000,Free Agency,/D7
225,Danny Bautista\bautida01,31,ARI,88,314,-5,-2,0,-10,-2,-19,-2.0,10,-10,-1.1,.478,.488,-0.1,-1.3,0,$3000000,Free Agency,98/7
226,Omar Daal*\daalom01,31,BAL,19,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3000000,Free Agency,1
227,Elmer Dessens\desseel01,32,ARI,36,59,-6,0,0,0,8,2,0.2,0,2,0.2,.506,.501,0.2,0.0,2,$3000000,Traded,1
228,Alan Embree*\embreal01,33,BOS,65,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$3000000,Traded,1
229,Shawn Estes\estessh01,30,CHC,30,51,-5,0,0,0,7,3,0.3,0,3,0.3,.510,.502,0.3,0.0,3,$3000000,Free Agency,1
230,Buddy Groom*\groombu01,37,BAL,60,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$3000000,Free Agency,1
231,LaTroy Hawkins\hawkila01,30,MIN,74,1,0,0,0,0,1,1,0.1,0,1,0.1,.501,.500,0.1,0.1,1,$3000000,Amateur Draft,1
232,Raul Ibanez*\ibanera01,31,KCR,157,671,2,4,2,-1,-8,-1,0.0,25,24,2.4,.499,.499,2.4,-0.8,25,$3000000,Free Agency,*73D/9
233,Kevin Jarvis*\jarvike01,33,SDP,17,29,-3,0,0,0,4,1,0.1,0,1,0.1,.507,.501,0.1,0.0,1,$3000000,Free Agency,1
234,Todd Jones*\jonesto02,35,2TM,59,2,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3000000,Free Agency,1
235,Aramis Ramirez\ramirar01,25,2TM,159,670,3,-2,-2,-2,3,0,-0.2,21,20,1.9,.500,.500,2.1,0.0,22,$3000000,Traded,5
236,Steve Trachsel\trachst01,32,NYM,36,72,-9,0,0,0,10,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$3000000,Free Agency,1
237,Rheal Cormier*\cormirh01,36,PHI,65,3,1,0,0,0,1,1,0.1,0,1,0.1,.502,.501,0.1,0.0,1,$2983333,Free Agency,1
238,Terry Adams\adamste01,30,PHI,66,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2900000,Free Agency,1
239,Jason Johnson\johnsja02,29,BAL,32,6,0,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$2900000,Traded,1
240,Ramiro Mendoza\mendora01,31,BOS,37,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$2900000,Free Agency,1
241,Placido Polanco\polanpl01,27,PHI,122,554,10,3,0,15,3,31,3.0,16,47,4.6,.526,.519,3.1,1.8,32,$2875000,Traded,45
242,Scott Sullivan\sullisc01,32,2TM,65,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$2800000,Traded,1
243,Jacque Jones*\jonesja05,28,MIN,136,548,2,2,1,-4,-7,-6,-0.5,21,15,1.4,.496,.496,1.8,-1.0,18,$2750000,Amateur Draft,7D9
244,Brent Mayne*\maynebr01,35,KCR,113,414,-18,-1,0,2,7,-11,-1.0,16,5,0.5,.491,.494,0.3,0.9,3,$2750000,Traded,*2
245,Michael Tucker*\tuckemi01,32,KCR,104,438,-2,-4,0,-11,-4,-21,-2.0,16,-5,-0.5,.480,.487,0.6,-1.4,6,$2750000,Traded,987D
246,Eddie Guardado\guarded01,32,MIN,66,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$2700000,Amateur Draft,1
247,Tim Hudson\hudsoti01,27,OAK,34,3,0,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$2700000,Amateur Draft,1
248,Damian Miller\milleda02,33,CHC,114,400,-13,-1,-1,0,7,-8,-0.9,12,4,0.3,.493,.495,0.3,0.6,4,$2700000,Traded,*2
249,Mark Mulder*\muldema01,25,OAK,26,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.496,.499,-0.1,0.0,-1,$2650000,Amateur Draft,1
250,Paul Lo Duca\loducpa01,31,LAD,147,630,-6,-1,-2,22,6,19,1.9,19,39,3.8,.513,.512,1.5,2.9,17,$2636667,Amateur Draft,*23/7
251,Mike Remlinger*\remlimi01,37,CHC,73,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2633333,Free Agency,1
252,Craig Paquette\paquecr01,34,DET,11,33,-5,0,0,0,-1,-6,-0.6,1,-5,-0.5,.443,.496,-0.5,-0.1,-5,$2625000,Free Agency,/379
253,Michael Barrett\barremi01,26,MON,70,252,-12,0,1,0,4,-8,-0.8,8,0,-0.1,.489,.495,-0.1,0.4,0,$2600000,Amateur Draft,2
254,Kazuhisa Ishii*\ishiika01,29,LAD,27,43,-10,0,0,0,6,-5,-0.5,0,-5,-0.5,.483,.497,-0.5,0.0,-5,$2575000,Free Agency,1
255,Cristian Guzman#\guzmacr01,25,MIN,143,585,-12,3,5,-13,7,-10,-0.9,22,12,1.2,.493,.494,2.4,-0.5,25,$2525000,Traded,*6
256,Craig Counsell*\counscr01,32,ARI,89,351,-17,0,2,5,2,-7,-0.8,11,4,0.2,.492,.495,-0.3,0.7,-1,$2516667,Free Agency,564/3
257,A.J. Burnett\burnea.01,26,FLA,4,9,-1,0,0,0,1,1,0.1,0,1,0.1,.516,.500,0.1,0.0,1,$2500000,Traded,/1
258,Jose Cruz#\cruzjo02,29,SFG,158,650,6,-2,-1,15,-6,12,1.2,20,33,3.1,.508,.508,1.6,0.9,18,$2500000,Free Agency,*9/8
259,Carlos Guillen#\guillca01,27,SEA,109,451,6,-1,-1,0,4,8,0.9,17,25,2.5,.507,.505,2.5,0.5,25,$2500000,Traded,65/D
260,Jimmy Haynes\hayneji01,30,CIN,18,30,-2,0,0,0,4,2,0.2,0,2,0.2,.514,.502,0.2,0.0,2,$2500000,Free Agency,1
261,Danny Patterson\patteda04,32,DET,19,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$2500000,Traded,1
262,Pokey Reese\reesepo01,30,PIT,37,120,-9,1,0,0,1,-7,-0.8,4,-4,-0.4,.480,.495,-0.4,0.1,-4,$2500000,Free Agency,4
263,Bubba Trammell\trammbu01,31,NYY,22,61,-2,-1,0,1,-2,-3,-0.3,2,-1,-0.1,.485,.498,-0.2,0.0,-2,$2500000,Traded,D/7
264,Ismael Valdez\valdeis01,29,TEX,22,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.496,.499,-0.1,0.0,-1,$2500000,Free Agency,1
265,Todd Van Poppel\vanpoto01,31,2TM,16,10,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.497,.500,-0.1,0.0,-1,$2500000,Free Agency,/1
266,Antonio Osuna\osunaan01,30,NYY,48,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$2400000,Traded,1
267,Randy Wolf*\wolfra02,26,PHI,33,82,-6,0,0,0,12,6,0.6,0,6,0.6,.518,.504,0.6,0.0,6,$2375000,Amateur Draft,1
268,Jason Christiansen\chrisja01,33,SFG,40,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$2333333,Traded,1
269,Adam Kennedy*\kennead01,27,ANA,143,510,-1,1,1,12,3,16,1.6,19,35,3.5,.511,.510,2.3,1.6,23,$2270000,Traded,*4/D
270,Ramon Ortiz\ortizra02,30,ANA,32,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$2266667,Amateur Free Agent,1
271,Frank Catalanotto*\catalfr01,29,TOR,133,535,12,1,1,-6,-7,2,0.2,20,22,2.1,.501,.501,2.7,-1.2,28,$2200000,Free Agency,79D/3
272,Rafael Furcal#\furcara02,25,ATL,156,734,5,6,3,8,8,30,2.9,21,51,4.9,.520,.519,4.1,1.5,43,$2200000,Amateur Free Agent,*6
273,Chris Hammond*\hammoch01,37,NYY,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$2200000,Free Agency,1
274,Terrence Long*\longte01,27,OAK,140,522,-14,2,1,-3,-6,-20,-1.9,20,0,0.0,.486,.488,0.3,-0.9,3,$2175000,Traded,*79/D
275,Shane Halter\haltesh01,33,DET,114,393,-16,2,0,11,2,-2,-0.1,15,13,1.3,.499,.499,0.2,1.3,2,$2150000,Waivers,5643/D7
276,Mark Redman*\redmama01,29,FLA,29,66,-17,0,0,0,9,-8,-0.9,0,-8,-0.9,.470,.495,-0.9,0.0,-8,$2150000,Traded,1
277,Tony Armas\armasto02,25,MON,5,10,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2100000,Traded,/1
278,Bill Mueller#\muellbi02,32,BOS,146,600,35,-2,1,-1,2,36,3.5,23,58,5.6,.524,.521,5.7,0.2,59,$2100000,Free Agency,*54/D6
279,Jeremy Giambi*\giambje01,28,BOS,50,156,-4,1,0,-2,-3,-9,-0.8,6,-3,-0.3,.483,.495,-0.1,-0.5,-1,$2000000,Traded,D/79
280,Jason Grimsley\grimsja01,35,KCR,76,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$2000000,Free Agency,1
281,Kevin Millar\millake01,31,BOS,148,618,5,-1,-2,-6,-9,-13,-1.1,23,11,1.1,.492,.492,1.6,-1.4,17,$2000000,Purchased,3D79
282,Dan Plesac*\plesada01,41,PHI,58,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$2000000,Traded,1
283,Kenny Rogers*\rogerke01,38,MIN,33,5,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2000000,Free Agency,1
284,Mike Stanton*\stantmi02,36,NYM,50,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2000000,Free Agency,1
285,Dave Veres\veresda01,36,CHC,31,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$2000000,Free Agency,1
286,Jose Vizcaino#\vizcajo01,35,HOU,91,203,-11,0,0,-1,2,-10,-1.1,6,-4,-0.5,.489,.494,-0.4,0.1,-3,$2000000,Free Agency,64/53
287,Tim Worrell\worreti01,35,SFG,76,3,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2000000,Traded,1
288,Eric Young\younger01,36,2TM,135,541,-2,-3,-1,-14,3,-17,-1.9,17,-1,-0.2,.487,.495,1.2,-1.2,14,$2000000,Free Agency,4/D
289,Ramon Hernandez\hernara02,27,OAK,140,536,7,-1,-2,2,9,15,1.5,20,35,3.4,.510,.509,3.2,1.1,33,$1887500,Amateur Free Agent,*2
290,Marquis Grissom\grissma02,36,SFG,149,618,6,1,-1,-3,3,6,0.5,19,26,2.4,.504,.504,2.7,-0.1,29,$1875000,Free Agency,*8
291,Brad Penny\pennybr01,25,FLA,33,73,-11,0,0,0,10,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$1875000,Traded,1
292,Jay Payton\paytoja01,30,COL,157,658,12,0,-2,-2,-6,2,0.0,21,22,2.0,.501,.501,2.2,-0.9,24,$1850000,Traded,*7/89
293,Mike Timlin\timlimi01,37,BOS,72,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$1850000,Free Agency,1
294,Einar Diaz\diazei01,30,TEX,101,361,-18,0,-2,3,6,-12,-1.1,14,2,0.2,.489,.493,-0.1,0.9,-1,$1837500,Traded,2
295,Shigetoshi Hasegawa\hasegsh01,34,SEA,63,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$1800000,Free Agency,1
296,Steve Kline#\klinest02,30,STL,78,3,1,0,0,0,1,2,0.2,0,2,0.2,.502,.501,0.2,0.0,2,$1800000,Free Agency,1
297,Benito Santiago\santibe01,38,SFG,108,434,-1,-1,-1,-1,7,2,0.2,14,16,1.5,.502,.501,1.6,0.5,17,$1775000,Free Agency,2
298,Mark Grace*\gracema01,39,ARI,66,155,-12,0,0,1,-2,-13,-1.3,5,-8,-0.9,.480,.492,-1.0,-0.1,-9,$1750000,Free Agency,3/D
299,Scott Hatteberg*\hattesc01,33,OAK,147,622,0,-1,0,1,-9,-9,-0.8,23,14,1.4,.494,.495,1.3,-0.7,13,$1750000,Free Agency,*3D
300,Quinton McCracken#\mccraqu01,32,ARI,115,226,-19,0,1,-2,-1,-22,-2.4,7,-15,-1.7,.480,.486,-1.5,-0.4,-13,$1750000,Free Agency,987/D
301,Doug Mientkiewicz*\mientdo01,29,MIN,142,574,16,1,0,13,-8,22,2.2,22,43,4.3,.515,.513,3.0,0.6,30,$1750000,Amateur Draft,*3/945D
302,Mike Myers*\myersmi01,34,ARI,64,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$1750000,Traded,1
303,Josh Beckett\beckejo02,23,FLA,24,52,-7,0,0,0,7,0,0.0,0,0,0.0,.502,.500,0.0,0.0,0,$1725000,Amateur Draft,1
304,Melvin Mora\morame01,31,BAL,96,413,25,3,1,7,-2,33,3.3,15,49,4.7,.533,.520,4.0,0.5,42,$1725000,Traded,7986/43
305,Mike DeJean\dejeami01,32,2TM,76,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$1700000,Traded,1
306,Alex Gonzalez\gonzaal02,26,FLA,150,582,-6,-2,0,-3,8,-3,-0.4,18,15,1.3,.498,.498,1.6,0.4,18,$1700000,Amateur Free Agent,*6
307,Bob Howry*\howrybo01,29,BOS,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$1700000,Traded,/1
308,Orlando Merced#\merceor01,36,HOU,123,230,-11,0,1,2,-2,-10,-1.1,7,-3,-0.4,.492,.494,-0.6,-0.1,-5,$1700000,Free Agency,937/D5
309,Eric Munson*\munsoer01,25,DET,99,357,2,0,0,-2,1,1,0.1,13,14,1.4,.501,.501,1.6,0.0,16,$1700000,Amateur Draft,5/D
310,Ricardo Rincon*\rincori01,33,OAK,64,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$1700000,Free Agency,1
311,Octavio Dotel\doteloc01,29,HOU,76,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.499,.500,-0.1,0.0,-1,$1600000,Traded,1
312,Mark Guthrie\guthrma01,37,CHC,65,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1600000,Free Agency,1
313,Braden Looper\loopebr01,28,FLA,74,2,1,0,0,0,1,2,0.2,0,2,0.2,.502,.501,0.2,0.0,2,$1600000,Traded,1
314,Scott Williamson\willisc01,27,2TM,66,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$1600000,Traded,1
315,Julio Lugo\lugoju01,27,2TM,139,556,2,1,2,-1,7,11,1.1,20,31,3.0,.507,.508,3.1,0.6,32,$1575000,Amateur Draft,6
316,Scott Sauerbeck\sauersc01,31,2TM,79,1,0,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1566667,Traded,1
317,Jerry Hairston\hairsje02,27,BAL,58,259,-1,-1,-1,-1,0,-4,-0.3,9,6,0.6,.494,.498,0.7,0.0,7,$1550000,Amateur Draft,4/D
318,Damian Moss\mossda01,26,2TM,31,37,-2,0,0,0,5,3,0.3,0,3,0.3,.510,.501,0.3,0.0,3,$1550000,Traded,1
319,Brian Anderson#\anderbr02,31,2TM,34,2,0,0,0,0,0,1,0.1,0,1,0.1,.501,.500,0.1,0.0,1,$1500000,Free Agency,1/D
320,Geoff Blum#\blumge01,30,HOU,123,449,-18,0,-1,10,2,-7,-0.7,14,8,0.6,.495,.496,-0.4,1.2,-3,$1500000,Traded,546/379
321,Brian Boehringer#\boehrbr01,34,PIT,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$1500000,Free Agency,1
322,Royce Clayton\claytro01,33,MIL,146,543,-25,0,-3,-7,7,-28,-3.0,17,-11,-1.3,.480,.482,-0.6,-0.1,-4,$1500000,Free Agency,*6
323,Todd Hollandsworth*\hollato01,30,FLA,93,254,-4,0,1,0,-2,-6,-0.7,8,2,0.1,.493,.496,0.1,-0.3,2,$1500000,Free Agency,7/9D
324,Albie Lopez\lopezal02,31,KCR,15,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$1500000,Free Agency,1
325,Eli Marrero\marreel01,29,STL,41,116,-6,0,1,3,-1,-3,-0.4,4,0,0.0,.492,.498,-0.3,0.2,-3,$1500000,Amateur Draft,97/283
326,Carl Pavano\pavanca01,27,FLA,33,68,-12,0,0,0,10,-2,-0.2,0,-2,-0.2,.494,.499,-0.2,0.0,-2,$1500000,Traded,1
327,Neifi Perez#\perezne01,30,SFG,120,353,-17,0,1,12,4,1,0.0,11,12,1.1,.501,.500,-0.2,1.6,-1,$1500000,Waivers,46/5
328,Esteban Yan\yanes01,28,2TM,54,1,0,0,0,0,0,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$1500000,Traded,1
329,Todd Zeile\zeileto01,37,2TM,100,341,-8,-1,0,1,-1,-9,-0.9,12,3,0.2,.491,.496,0.1,0.1,2,$1500000,Free Agency,5
330,Randall Simon*\simonra01,28,2TM,124,431,-4,0,0,0,-5,-9,-1.0,13,4,0.3,.492,.495,0.3,-0.6,4,$1475000,Traded,3
331,Mark Prior\priorma01,22,CHC,32,81,-5,-1,0,0,11,6,0.6,0,6,0.6,.519,.504,0.6,0.0,6,$1450000,Amateur Draft,1
